side,hex1,hex2,p,q,h,v,az_deg_left_positive,az_deg_ipsi,el_deg,dir_front,dir_left,dir_up,source,n_fit,zhao_right_lens_row,zhao_p,zhao_q,col_type,col_type_basis,marker_evidence,R7R8_bodyIds,reiser_OL_v1_column_type,pin_distal_x,pin_distal_y,pin_distal_z,pin_proximal_x,pin_proximal_y,pin_proximal_z,pin_dir_az_left_deg,pin_dir_el_deg,lamina_centroid_x,lamina_centroid_y,lamina_centroid_z
L,7,1,-18,-11,6,-29,-12.61,-12.61,-66.56,0.38815,-0.08685,-0.9175,extrapolated_local_linear,13,-1,,,unclear,,{},,,76601.0,49680.0,35262.0,71555.0,45336.0,38480.0,57.5,-36.0,,,
L,7,2,-17,-11,5,-28,-0.32,-0.32,-66.16,0.40418,-0.00228,-0.91467,zhao_uCT_match,1,0,-18.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Tm5a"": 1}",R8y:255526;R7y:211457,,77152.0,49677.0,34069.0,72052.0,45317.0,37379.0,57.0,-35.6,,,
L,7,3,-16,-11,4,-27,15.61,15.61,-61.6,0.45807,0.12799,-0.87965,zhao_uCT_match,1,5,-17.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 3, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:927272;R7y:211412,,76836.0,49510.0,32987.0,71736.0,45134.0,36428.0,56.0,-35.4,,,
L,7,4,-15,-11,3,-26,23.62,23.62,-60.05,0.45747,0.20002,-0.86644,zhao_uCT_match,1,13,-16.0,-12.0,unclear,,{},R7_unclear:215705;R8_unclear:205544,,76969.0,49139.0,32071.0,71868.0,44707.0,35652.0,54.9,-35.4,,,
L,7,5,-14,-11,2,-25,33.13,33.13,-58.22,0.44096,0.28783,-0.85012,zhao_uCT_match,1,24,-15.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:276191;R7y:940782,,76801.0,48709.0,31133.0,71571.0,44276.0,35175.0,52.3,-33.8,,,
L,7,6,-13,-11,1,-24,41.54,41.54,-56.01,0.41846,0.37072,-0.82913,zhao_uCT_match,1,37,-14.0,-12.0,unclear,,{},R7_unclear:549704;R8_unclear:216194,,77077.0,48328.0,30476.0,71726.0,43905.0,34832.0,50.9,-32.7,,,
L,7,7,-12,-11,0,-23,49.14,49.14,-53.62,0.38802,0.44854,-0.80514,zhao_uCT_match,1,52,-13.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 2}",R8y:466400404;R7y:209005,,77232.0,47792.0,29748.0,71802.0,43440.0,34434.0,49.2,-31.2,,,
L,7,8,-11,-11,-1,-22,56.28,56.28,-51.27,0.34727,0.52041,-0.78012,zhao_uCT_match,1,67,-12.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:210821;R7y:211213,,77264.0,47246.0,29053.0,71788.0,43020.0,33975.0,48.0,-29.9,,,
L,7,9,-10,-11,-2,-21,63.15,63.15,-48.58,0.2988,0.59019,-0.74993,zhao_uCT_match,1,84,-11.0,-12.0,unclear,,{},R7_unclear:210083;R8_unclear:209189,,77323.0,46740.0,28437.0,71848.0,42703.0,33641.0,46.5,-28.1,,,
L,7,10,-9,-11,-3,-20,69.64,69.64,-45.86,0.24235,0.65292,-0.71761,zhao_uCT_match,1,104,-10.0,-12.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:188796;R8p:941001,,77472.0,46082.0,27758.0,72095.0,42236.0,33118.0,45.1,-26.9,,,
L,7,11,-8,-11,-4,-19,75.5,75.5,-43.42,0.18193,0.70322,-0.6873,zhao_uCT_match,1,122,-9.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:210753;R7y:202377,,77384.0,45542.0,27178.0,72178.0,41879.0,32734.0,43.1,-25.7,,,
L,7,12,-7,-11,-5,-18,81.28,81.28,-41.11,0.11428,0.74471,-0.65753,zhao_uCT_match,1,140,-8.0,-12.0,yellow?,Dm8a/Tm5a home,"{""Tm5a"": 1}",R7_unclear:953790;R8_unclear:196526,,77160.0,44930.0,26537.0,72112.0,41474.0,32283.0,41.3,-24.3,,,
L,7,13,-6,-11,-6,-17,86.5,86.5,-38.94,0.04748,0.77636,-0.6285,zhao_uCT_match,1,159,-7.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1}",R8y:193391;R7y:553450,,77122.0,44253.0,26025.0,72176.0,41025.0,31952.0,39.8,-22.7,,,
L,7,14,-5,-11,-7,-16,92.11,92.11,-36.46,-0.02967,0.80373,-0.59425,zhao_uCT_match,1,179,-6.0,-12.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R7p:550441;R8p:187035,,76809.0,43771.0,25557.0,72246.0,40782.0,31594.0,37.1,-21.6,,,
L,7,15,-4,-11,-8,-15,97.44,97.44,-34.23,-0.10706,0.81978,-0.56258,zhao_uCT_match,1,199,-5.0,-12.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:179305;R8_unclear:178146,,76742.0,43060.0,25062.0,72367.0,40238.0,31228.0,35.4,-20.5,,,
L,7,16,-3,-11,-9,-14,102.36,102.36,-31.81,-0.18188,0.83012,-0.52709,zhao_uCT_match,1,218,-4.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:187005;R7y:564194,,76505.0,42382.0,24688.0,72450.0,39781.0,30982.0,32.8,-19.2,,,
L,7,17,-2,-11,-10,-13,107.28,107.28,-29.6,-0.25826,0.83028,-0.4939,zhao_uCT_match,1,240,-3.0,-12.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5a"": 1}",R7p:518099;R8p:518104,,76297.0,41834.0,24351.0,72569.0,39520.0,30725.0,30.3,-17.4,,,
L,7,18,-1,-11,-11,-12,112.36,112.36,-28.1,-0.3356,0.81578,-0.47103,zhao_uCT_match,1,258,-2.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:520718;R7y:563950,,75892.0,41147.0,23998.0,72507.0,38970.0,30478.0,27.6,-16.6,,,
L,7,19,0,-11,-12,-11,117.73,117.73,-26.55,-0.41618,0.7918,-0.44705,zhao_uCT_match,1,277,-1.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Tm5a"": 1}",R8y:532645;R7y:33421,,75778.0,40374.0,23711.0,72570.0,38410.0,30234.0,26.2,-15.1,,,
L,7,20,1,-11,-13,-10,122.78,122.78,-24.63,-0.49218,0.76423,-0.4168,zhao_uCT_match,1,297,0.0,-12.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 2, ""Tm5a"": 1}",R8y:189380;R7y:183163,,75357.0,39763.0,23457.0,72419.0,37860.0,30057.0,24.0,-14.8,,,
L,7,21,2,-11,-14,-9,127.66,127.66,-22.68,-0.56366,0.73046,-0.38564,zhao_uCT_match,1,316,1.0,-12.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5a"": 2}",R7p:129970;R8p:562203,,74788.0,38954.0,23227.0,71884.0,37179.0,29958.0,23.3,-13.6,89201,40438,27661
L,7,22,3,-11,-15,-8,132.44,132.44,-20.64,-0.63156,0.69056,-0.3525,zhao_uCT_match,1,335,2.0,-12.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:130575;R8_unclear:178385,,74222.0,38143.0,23022.0,71465.0,36645.0,29833.0,22.0,-11.5,89331,39671,27876
L,7,23,4,-11,-16,-7,140.19,140.19,-20.41,-0.71991,0.6001,-0.34872,zhao_uCT_match,1,356,3.0,-12.0,unclear,,{},R7_unclear:211564;R8_unclear:211728,,73813.0,37239.0,22890.0,71152.0,35892.0,29754.0,21.2,-10.4,90600,38604,28385
L,7,24,5,-11,-17,-6,146.46,146.46,-19.25,-0.78689,0.52163,-0.32972,extrapolated_local_linear,19,-1,,,unclear,,{},,,73053.0,36426.0,22924.0,70539.0,35110.0,29757.0,20.2,-10.2,90711,37739,28545
L,8,1,-18,-10,7,-28,-8.54,-8.54,-62.29,0.45988,-0.06908,-0.88529,extrapolated_local_linear,14,-1,,,unclear,,{},,,77567.0,49712.0,35401.0,72305.0,45427.0,38689.0,58.0,-34.6,,,
L,8,2,-17,-10,6,-27,4.35,4.35,-61.29,0.47897,0.03644,-0.87707,zhao_uCT_match,1,1,-18.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:285105;R7y:231905,,77961.0,49596.0,34089.0,72687.0,45240.0,37543.0,56.8,-34.6,,,
L,8,3,-16,-10,5,-26,13.23,13.23,-58.32,0.51129,0.12023,-0.85096,zhao_uCT_match,1,7,-17.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:252716;R8p:252296,,77840.0,49349.0,33179.0,72546.0,44992.0,36735.0,56.1,-34.3,,,
L,8,4,-15,-10,4,-25,21.9,21.9,-55.47,0.52592,0.21142,-0.82384,zhao_uCT_match,1,15,-16.0,-11.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:230791;R8_unclear:240672,,78000.0,49010.0,32325.0,72649.0,44623.0,36129.0,54.6,-33.8,,,
L,8,5,-14,-10,3,-24,29.67,29.67,-53.76,0.51361,0.2926,-0.80659,zhao_uCT_match,1,26,-15.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:240534;R8p:246150,,77804.0,48683.0,31483.0,72415.0,44251.0,35624.0,52.5,-33.1,,,
L,8,6,-13,-10,2,-23,37.19,37.19,-51.87,0.49182,0.37322,-0.78666,zhao_uCT_match,1,38,-14.0,-11.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:252435;R8_unclear:262967,,78038.0,48192.0,30679.0,72563.0,43829.0,35188.0,50.5,-31.6,,,
L,8,7,-12,-10,1,-22,44.36,44.36,-49.46,0.46469,0.45438,-0.76,zhao_uCT_match,1,53,-13.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:255082;R7y:216109,,78036.0,47667.0,29955.0,72470.0,43328.0,34718.0,49.4,-30.6,,,
L,8,8,-11,-10,0,-21,50.96,50.96,-47.41,0.42622,0.52563,-0.73624,zhao_uCT_match,1,71,-12.0,-11.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:230161;R8_unclear:237546,,78235.0,47046.0,29261.0,72594.0,42821.0,34392.0,47.7,-29.0,,,
L,8,9,-10,-10,-1,-20,57.2,57.2,-44.85,0.38403,0.59591,-0.70527,zhao_uCT_match,1,88,-11.0,-11.0,unclear,,{},R7_unclear:235927;R8_unclear:239492,,78344.0,46498.0,28658.0,72660.0,42461.0,33975.0,46.9,-27.4,,,
L,8,10,-9,-10,-2,-19,63.37,63.37,-42.03,0.33293,0.66404,-0.66948,zhao_uCT_match,1,107,-10.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:228362;R8p:248000,,78379.0,45862.0,27957.0,72695.0,42065.0,33509.0,45.7,-25.5,,,
L,8,11,-8,-10,-3,-18,69.29,69.29,-39.46,0.27307,0.72218,-0.63552,zhao_uCT_match,1,124,-9.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:226251;R7y:202807,,78466.0,45201.0,27404.0,72990.0,41606.0,33089.0,43.9,-24.5,,,
L,8,12,-7,-10,-4,-17,74.28,74.28,-37.39,0.2153,0.76481,-0.60722,zhao_uCT_match,1,143,-8.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:218213;R8p:235387,,78264.0,44600.0,26779.0,72887.0,41227.0,32619.0,42.6,-23.0,,,
L,8,13,-6,-10,-5,-16,79.35,79.35,-35.36,0.15077,0.8015,-0.57868,zhao_uCT_match,1,162,-7.0,-11.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:517472;R8_unclear:563593,,78215.0,43939.0,26253.0,73009.0,40722.0,32273.0,40.9,-22.0,,,
L,8,14,-5,-10,-6,-15,84.46,84.46,-32.94,0.08103,0.8353,-0.54379,zhao_uCT_match,1,182,-6.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:222155;R8p:218169,,77925.0,43274.0,25733.0,72971.0,40287.0,31900.0,38.8,-20.7,,,
L,8,15,-4,-10,-7,-14,90.03,90.03,-30.46,-0.00044,0.86197,-0.50697,zhao_uCT_match,1,202,-5.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:218368;R7y:190339,,77739.0,42703.0,25295.0,73129.0,39929.0,31652.0,35.9,-19.5,,,
L,8,16,-3,-10,-8,-13,95.1,95.1,-28.57,-0.07803,0.87478,-0.47819,zhao_uCT_match,1,222,-4.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:216671;R8p:249282,,77507.0,42172.0,24946.0,73132.0,39571.0,31394.0,34.2,-18.5,,,
L,8,17,-2,-10,-9,-12,99.59,99.59,-26.68,-0.14879,0.88107,-0.44897,zhao_uCT_match,1,243,-3.0,-11.0,unclear,,{},R7_unclear:205838;R8_unclear:546284,,77381.0,41384.0,24520.0,73326.0,39069.0,31039.0,31.9,-16.8,,,
L,8,18,-1,-10,-10,-11,104.35,104.35,-24.55,-0.22549,0.88123,-0.41543,zhao_uCT_match,1,264,-2.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Tm5b"": 1}",R8y:186746;R7y:171954,,77024.0,40875.0,24162.0,73297.0,38698.0,30711.0,29.6,-16.1,,,
L,8,19,0,-10,-11,-10,109.59,109.59,-23.03,-0.30852,0.86705,-0.39119,zhao_uCT_match,1,284,-1.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8a"": 1, ""Dm8b"": 1, ""Tm5a"": 1}",R7p:562262;R8p:166476,,76767.0,40079.0,23831.0,73391.0,38119.0,30484.0,26.9,-14.7,,,
L,8,20,1,-10,-12,-9,114.92,114.92,-21.66,-0.39165,0.84282,-0.36914,zhao_uCT_match,1,303,0.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:128741;R8p:174482,,76439.0,39223.0,23487.0,73243.0,37407.0,30218.0,25.4,-13.7,,,
L,8,21,2,-10,-13,-8,120.19,120.19,-19.99,-0.47254,0.8123,-0.34188,zhao_uCT_match,1,324,1.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:199223;R7y:186734,,75923.0,38684.0,23239.0,73003.0,36990.0,30095.0,23.1,-12.8,,,
L,8,22,3,-10,-14,-7,125.12,125.12,-18.13,-0.54679,0.77728,-0.31123,zhao_uCT_match,1,345,2.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:543995;R7y:206630,,75583.0,37793.0,23003.0,72719.0,36360.0,29889.0,22.6,-10.9,89244,39197,27442
L,8,23,4,-10,-15,-6,130.57,130.57,-16.57,-0.62341,0.72804,-0.28517,zhao_uCT_match,1,362,3.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:182397;R7y:193090,,75117.0,36922.0,22776.0,72424.0,35583.0,29671.0,21.3,-10.3,89391,38611,27807
L,8,24,5,-10,-16,-5,137.78,137.78,-15.64,-0.71316,0.64706,-0.26967,zhao_uCT_match,1,380,4.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:202004;R7y:204215,,74631.0,36190.0,22616.0,72116.0,34904.0,29512.0,20.0,-9.9,89676,37764,28158
L,8,25,6,-10,-17,-4,145.41,145.41,-15.7,-0.79255,0.54646,-0.27066,zhao_uCT_match,1,401,5.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:568213;R8p:203344,,74171.0,35533.0,22532.0,71894.0,34489.0,29408.0,18.3,-8.2,89617,37058,28248
L,8,26,7,-10,-18,-3,152.34,152.34,-15.26,-0.85446,0.44792,-0.26319,extrapolated_local_linear,19,-1,,,unclear,,{},,,73405.0,34743.0,22576.0,71261.0,33952.0,29375.0,17.5,-6.3,90696,35184,28707
L,9,1,-18,-9,8,-27,-7.22,-7.22,-57.43,0.534,-0.06762,-0.84278,extrapolated_local_linear,15,-1,,,unclear,,{},,,78566.0,49572.0,35411.0,73238.0,45294.0,38916.0,56.7,-33.9,,,
L,9,2,-17,-9,7,-26,3.2,3.2,-56.33,0.55353,0.03098,-0.83226,zhao_uCT_match,1,2,-18.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:418262;R8p:223386,,78577.0,49491.0,34284.0,73226.0,45200.0,37851.0,56.3,-33.7,,,
L,9,3,-16,-9,6,-25,11.86,11.86,-53.99,0.57541,0.12086,-0.80889,zhao_uCT_match,1,8,-17.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:292315;R7y:230035,,78799.0,49177.0,33234.0,73448.0,44856.0,36989.0,54.9,-33.5,,,
L,9,4,-15,-9,5,-24,19.32,19.32,-51.55,0.58675,0.2057,-0.7832,zhao_uCT_match,1,18,-16.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:203683;R7y:226490,,78743.0,48842.0,32449.0,73370.0,44487.0,36448.0,53.3,-33.0,,,
L,9,5,-14,-9,4,-23,26.65,26.65,-49.33,0.58243,0.29227,-0.75852,zhao_uCT_match,1,29,-15.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:254537;R7y:251637,,78648.0,48481.0,31626.0,73110.0,44117.0,35898.0,52.4,-32.0,,,
L,9,6,-13,-9,3,-22,33.56,33.56,-47.54,0.56257,0.37319,-0.73772,zhao_uCT_match,1,42,-14.0,-10.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:240526;R8_unclear:279886,,78890.0,47969.0,30880.0,73254.0,43630.0,35445.0,51.0,-30.9,,,
L,9,7,-12,-9,2,-21,40.0,40.0,-45.61,0.53592,0.44962,-0.71459,zhao_uCT_match,1,57,-13.0,-10.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:276371;R8_unclear:533743,,78967.0,47478.0,30153.0,73284.0,43241.0,34927.0,50.0,-29.7,,,
L,9,8,-11,-9,1,-20,46.26,46.26,-43.65,0.50026,0.52281,-0.69022,zhao_uCT_match,1,73,-12.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:271794;R8p:189202,,79294.0,46811.0,29485.0,73588.0,42675.0,34616.0,48.0,-28.3,,,
L,9,9,-10,-9,0,-19,51.63,51.63,-41.69,0.46355,0.58553,-0.66504,zhao_uCT_match,1,92,-11.0,-10.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R7_unclear:248617;R8_unclear:203010,,79298.0,46202.0,28839.0,73541.0,42167.0,34156.0,47.3,-27.2,,,
L,9,10,-9,-9,-1,-18,57.14,57.14,-39.03,0.42152,0.65252,-0.62971,zhao_uCT_match,1,110,-10.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:258779;R8p:197153,,79398.0,45548.0,28231.0,73642.0,41751.0,33787.0,46.0,-25.4,,,
L,9,11,-8,-9,-2,-17,63.31,63.31,-36.34,0.36182,0.71963,-0.59264,zhao_uCT_match,1,130,-9.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:246286;R8p:191686,,79256.0,44974.0,27618.0,73569.0,41378.0,33426.0,44.4,-23.9,,,
L,9,12,-7,-9,-3,-16,68.57,68.57,-33.83,0.30349,0.77326,-0.55674,zhao_uCT_match,1,150,-8.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:195492;R7y:282681,,79299.0,44204.0,26990.0,73616.0,40855.0,33009.0,43.4,-22.0,,,
L,9,13,-6,-9,-4,-15,73.01,73.01,-31.97,0.24787,0.81129,-0.52949,zhao_uCT_match,1,170,-7.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:225426;R8p:185194,,79097.0,43562.0,26470.0,73677.0,40418.0,32567.0,41.6,-21.1,,,
L,9,14,-5,-9,-5,-14,78.08,78.08,-29.7,0.17946,0.84986,-0.49551,zhao_uCT_match,1,189,-6.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:194458;R7y:175941,,78943.0,43068.0,26053.0,73733.0,40201.0,32347.0,39.6,-19.3,,,
L,9,15,-4,-9,-6,-13,83.4,83.4,-27.2,0.10216,0.88355,-0.45705,zhao_uCT_match,1,211,-5.0,-10.0,unclear,,{},R7_unclear:203679;R8_unclear:550276,,78900.0,42384.0,25668.0,73946.0,39663.0,32072.0,37.7,-18.6,,,
L,9,16,-3,-9,-7,-12,88.7,88.7,-25.04,0.02051,0.90578,-0.42325,zhao_uCT_match,1,232,-4.0,-10.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:209941;R8_unclear:202177,,78648.0,41683.0,25171.0,74038.0,39110.0,31690.0,35.3,-17.9,,,
L,9,17,-2,-9,-8,-11,93.1,93.1,-23.47,-0.04957,0.9159,-0.39834,zhao_uCT_match,1,251,-3.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:213792;R8p:124821,,78498.0,41012.0,24794.0,74123.0,38726.0,31394.0,33.5,-16.1,,,
L,9,18,-1,-9,-9,-10,97.36,97.36,-21.28,-0.11936,0.92412,-0.36297,zhao_uCT_match,1,273,-2.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:176194;R8p:210911,,78137.0,40369.0,24386.0,74082.0,38192.0,31061.0,31.3,-15.6,,,
L,9,19,0,-9,-10,-9,102.12,102.12,-19.33,-0.19811,0.9226,-0.33099,zhao_uCT_match,1,292,-1.0,-10.0,yellow?,Dm8a/Tm5a home,"{""Tm5a"": 1}",R7_unclear:184481;R8_unclear:226310,,77905.0,39625.0,24064.0,74177.0,37665.0,30874.0,28.7,-14.2,,,
L,9,20,1,-9,-11,-8,107.04,107.04,-17.99,-0.27874,0.90934,-0.30888,zhao_uCT_match,1,313,0.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:206702;R8p:543731,,77326.0,39091.0,23696.0,73950.0,37338.0,30568.0,26.2,-12.9,,,
L,9,21,2,-9,-12,-7,112.42,112.42,-16.58,-0.36555,0.88599,-0.28528,zhao_uCT_match,1,332,1.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:180030;R7y:148701,,76966.0,38240.0,23349.0,73784.0,36741.0,30244.0,24.8,-11.2,89025,39486,26829
L,9,22,3,-9,-13,-6,117.72,117.72,-14.89,-0.44959,0.85546,-0.257,zhao_uCT_match,1,352,2.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:182196;R7y:156073,,76533.0,37457.0,23077.0,73669.0,36116.0,30074.0,22.3,-10.1,89122,38676,27075
L,9,23,4,-9,-14,-5,122.51,122.51,-13.22,-0.52326,0.82091,-0.22869,zhao_uCT_match,1,372,3.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:189974;R7y:561489,,76175.0,36598.0,22884.0,73455.0,35301.0,29922.0,21.1,-9.8,89238,38048,27419
L,9,24,5,-9,-15,-4,128.26,128.26,-11.97,-0.60577,0.76812,-0.20747,zhao_uCT_match,1,392,4.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5a"": 1}",R7p:196784;R8p:549954,,75690.0,35858.0,22698.0,73060.0,34712.0,29742.0,20.5,-8.7,89374,37336,27737
L,9,25,6,-9,-16,-3,135.24,135.24,-11.79,-0.69508,0.68929,-0.20431,zhao_uCT_match,1,412,5.0,-10.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:549663;R8_unclear:549662,,75550.0,35234.0,22492.0,73227.0,34325.0,29522.0,18.3,-7.0,89558,36511,28077
L,9,26,7,-9,-17,-2,143.52,143.52,-12.7,-0.7844,0.57998,-0.21986,zhao_uCT_match,1,427,6.0,-10.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 2}",R7_unclear:107527;R8_unclear:143595,,74920.0,34526.0,22353.0,72739.0,33821.0,29210.0,17.6,-5.6,90339,35483,28257
L,9,27,8,-9,-18,-1,150.96,150.96,-11.19,-0.85768,0.47616,-0.19404,zhao_uCT_match,1,446,7.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:102573;R8p:192213,,74390.0,33642.0,22241.0,72301.0,33067.0,29039.0,17.1,-4.6,90755,34475,28630
L,9,28,9,-9,-19,0,158.46,158.46,-10.22,-0.91541,0.3613,-0.17742,extrapolated_local_linear,17,-1,,,unclear,,{},,,73454.0,33488.0,22411.0,71402.0,33005.0,29082.0,17.1,-4.0,89753,33855,28423
L,10,1,-18,-8,9,-26,-7.14,-7.14,-52.53,0.60358,-0.07558,-0.79372,extrapolated_local_linear,16,-1,,,unclear,,{},,,79192.0,49407.0,35416.0,73859.0,45206.0,39024.0,55.9,-33.1,,,
L,10,2,-17,-8,8,-25,1.67,1.67,-51.04,0.62852,0.01838,-0.77758,zhao_uCT_match,1,6,-18.0,-9.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:366488;R8_unclear:296369,,79268.0,49336.0,34485.0,73914.0,45059.0,38323.0,54.4,-33.0,,,
L,10,3,-16,-8,7,-24,9.97,9.97,-49.32,0.64195,0.11282,-0.7584,zhao_uCT_match,1,14,-17.0,-9.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:333372;R7y:356457,,79493.0,49070.0,33649.0,74121.0,44792.0,37620.0,53.5,-32.6,,,
L,10,4,-15,-8,6,-23,16.78,16.78,-47.39,0.64822,0.19543,-0.73595,zhao_uCT_match,1,23,-16.0,-9.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:357482;R8_unclear:346748,,79555.0,48695.0,32721.0,74017.0,44404.0,36861.0,53.2,-31.8,,,
