side,hex1,hex2,az_deg_ipsi,el_deg,dir_front,dir_left,dir_up,source
R,20,13,27.32,-1.47,0.8882,-0.45875,-0.02565,zhao_uCT_match
R,20,14,31.58,0.24,0.85191,-0.52368,0.00422,zhao_uCT_match
R,20,15,35.33,1.91,0.81535,-0.57801,0.03328,zhao_uCT_match
R,20,16,38.77,3.36,0.7783,-0.62515,0.05864,zhao_uCT_match
R,20,17,42.29,4.64,0.73731,-0.67069,0.08092,zhao_uCT_match
R,20,18,46.0,5.52,0.69137,-0.71605,0.09627,zhao_uCT_match
R,20,19,50.07,6.83,0.63729,-0.76139,0.1189,zhao_uCT_match
R,20,20,54.01,8.47,0.58131,-0.80026,0.14721,zhao_uCT_match
R,20,21,58.04,10.43,0.5206,-0.83438,0.18106,zhao_uCT_match
R,20,22,62.51,12.2,0.45118,-0.86705,0.21135,zhao_uCT_match
R,20,23,67.25,13.83,0.37545,-0.89551,0.23896,zhao_uCT_match
R,20,24,71.76,15.88,0.30101,-0.9135,0.27369,zhao_uCT_match
R,20,25,76.64,18.14,0.21953,-0.92462,0.31126,zhao_uCT_match
R,20,26,82.01,19.79,0.13085,-0.93181,0.33855,zhao_uCT_match
R,20,27,87.27,22.2,0.04414,-0.92482,0.37784,zhao_uCT_match
R,20,28,92.8,24.71,-0.04438,-0.90736,0.41802,zhao_uCT_match
R,20,29,98.94,26.4,-0.13912,-0.88481,0.44469,zhao_uCT_match
R,20,30,105.26,27.66,-0.23305,-0.85451,0.46422,zhao_uCT_match
R,20,31,111.99,29.9,-0.32463,-0.80383,0.49847,zhao_uCT_match
R,20,32,119.43,31.71,-0.41807,-0.74095,0.52556,zhao_uCT_match
R,20,33,127.44,32.41,-0.51324,-0.67026,0.53603,zhao_uCT_match
R,20,34,136.7,32.0,-0.61722,-0.58157,0.52992,zhao_uCT_match
R,20,35,146.38,30.7,-0.71602,-0.47617,0.51048,zhao_uCT_match
R,21,6,-4.92,-14.53,0.96446,0.0831,-0.25082,zhao_uCT_match
R,21,7,-0.3,-12.12,0.97769,0.00507,-0.21001,zhao_uCT_match
R,21,8,4.11,-9.63,0.98337,-0.0707,-0.16728,zhao_uCT_match
R,21,9,8.12,-7.25,0.98206,-0.14016,-0.12615,zhao_uCT_match
R,21,10,12.0,-5.19,0.97414,-0.20706,-0.09037,zhao_uCT_match
R,21,11,16.23,-3.25,0.95858,-0.2791,-0.05672,zhao_uCT_match
R,21,12,19.89,-1.41,0.94005,-0.34014,-0.02462,zhao_uCT_match
R,21,13,23.38,0.48,0.91786,-0.39681,0.00844,zhao_uCT_match
R,21,14,27.39,2.43,0.88706,-0.4597,0.04244,zhao_uCT_match
R,21,15,31.65,3.87,0.84932,-0.52354,0.0675,zhao_uCT_match
R,21,16,35.33,4.95,0.81276,-0.57618,0.08622,zhao_uCT_match
R,21,17,38.94,5.89,0.77373,-0.62516,0.10256,zhao_uCT_match
R,21,18,42.66,7.21,0.72954,-0.67231,0.12554,zhao_uCT_match
R,21,19,46.66,8.8,0.67823,-0.71874,0.15301,zhao_uCT_match
R,21,20,50.66,10.62,0.62305,-0.76018,0.18421,zhao_uCT_match
R,21,21,54.81,12.52,0.56253,-0.79786,0.21676,zhao_uCT_match
R,21,22,58.97,14.41,0.4993,-0.82992,0.24887,zhao_uCT_match
R,21,23,63.33,16.31,0.43075,-0.85764,0.28091,zhao_uCT_match
R,21,24,67.73,18.46,0.35939,-0.8778,0.31671,zhao_uCT_match
R,21,25,72.45,20.68,0.2821,-0.89203,0.35313,zhao_uCT_match
R,21,26,77.95,22.76,0.19255,-0.90181,0.38688,zhao_uCT_match
R,21,27,83.62,24.75,0.10094,-0.9025,0.4187,zhao_uCT_match
R,21,28,88.93,26.96,0.01667,-0.89114,0.45341,zhao_uCT_match
R,21,29,94.74,29.52,-0.07186,-0.86723,0.49269,zhao_uCT_match
R,21,30,101.22,30.91,-0.1669,-0.84157,0.51371,zhao_uCT_match
R,21,31,108.0,32.51,-0.2606,-0.80204,0.53742,zhao_uCT_match
R,21,32,115.61,34.53,-0.35605,-0.74288,0.56689,zhao_uCT_match
R,21,33,123.41,35.59,-0.44778,-0.67877,0.58204,zhao_uCT_match
R,21,34,131.85,35.71,-0.5418,-0.60481,0.58366,zhao_uCT_match
R,21,35,140.15,34.84,-0.63018,-0.52591,0.57122,zhao_uCT_match
R,21,36,150.29,33.46,-0.72458,-0.41351,0.55136,extrapolated_local_linear
R,22,7,-4.24,-10.79,0.97964,0.07261,-0.18719,zhao_uCT_match
R,22,8,0.79,-8.54,0.98882,-0.01359,-0.14851,zhao_uCT_match
R,22,9,4.83,-6.0,0.99099,-0.08369,-0.10453,zhao_uCT_match
R,22,10,8.67,-3.27,0.98697,-0.15042,-0.05706,zhao_uCT_match
R,22,11,12.31,-1.27,0.97678,-0.21311,-0.02209,zhao_uCT_match
R,22,12,15.95,0.38,0.96148,-0.27478,0.00662,zhao_uCT_match
R,22,13,19.9,2.05,0.93967,-0.34021,0.03573,zhao_uCT_match
R,22,14,23.69,3.76,0.91372,-0.401,0.06565,zhao_uCT_match
R,22,15,27.78,5.36,0.88088,-0.46403,0.09337,zhao_uCT_match
R,22,16,31.84,6.33,0.84435,-0.52435,0.11019,zhao_uCT_match
R,22,17,35.7,7.6,0.80495,-0.57841,0.13229,zhao_uCT_match
R,22,18,39.31,9.11,0.76397,-0.62551,0.15836,zhao_uCT_match
R,22,19,42.91,10.92,0.7192,-0.66849,0.18939,zhao_uCT_match
R,22,20,46.86,12.8,0.66685,-0.71151,0.2215,zhao_uCT_match
R,22,21,50.96,14.74,0.60916,-0.75113,0.25441,zhao_uCT_match
R,22,22,54.95,16.55,0.55053,-0.78469,0.28492,zhao_uCT_match
R,22,23,59.19,18.58,0.48545,-0.81415,0.31858,zhao_uCT_match
R,22,24,63.67,20.79,0.41468,-0.83786,0.35501,zhao_uCT_match
R,22,25,68.39,23.21,0.3385,-0.85445,0.39414,zhao_uCT_match
R,22,26,73.56,25.44,0.25552,-0.8661,0.42963,zhao_uCT_match
R,22,27,79.39,27.44,0.16347,-0.87229,0.46086,zhao_uCT_match
R,22,28,85.31,29.35,0.07121,-0.86869,0.49021,zhao_uCT_match
R,22,29,90.81,31.76,-0.01198,-0.85015,0.5264,zhao_uCT_match
R,22,30,97.07,34.13,-0.10189,-0.82146,0.56109,zhao_uCT_match
R,22,31,104.17,35.87,-0.19843,-0.78566,0.58597,zhao_uCT_match
R,22,32,111.69,37.41,-0.2936,-0.73808,0.60748,zhao_uCT_match
R,22,33,119.62,38.64,-0.386,-0.67906,0.6244,zhao_uCT_match
R,22,34,127.71,39.17,-0.47419,-0.61342,0.63156,zhao_uCT_match
R,22,35,136.8,38.69,-0.56896,-0.53427,0.62517,zhao_uCT_match
R,22,36,147.01,37.36,-0.66673,-0.43277,0.60679,zhao_uCT_match
R,23,8,-3.35,-7.28,0.99023,0.05803,-0.12679,zhao_uCT_match
R,23,9,1.0,-4.82,0.99632,-0.01741,-0.08397,zhao_uCT_match
R,23,10,4.99,-1.92,0.99566,-0.08688,-0.03345,zhao_uCT_match
R,23,11,8.83,0.47,0.98812,-0.15345,0.00822,zhao_uCT_match
R,23,12,12.15,2.24,0.97684,-0.21037,0.03907,zhao_uCT_match
R,23,13,15.95,3.69,0.9595,-0.27426,0.06432,zhao_uCT_match
R,23,14,19.89,4.9,0.93691,-0.33897,0.0854,zhao_uCT_match
R,23,15,23.92,6.13,0.90891,-0.40309,0.10682,zhao_uCT_match
R,23,16,28.15,7.91,0.87336,-0.46724,0.13756,zhao_uCT_match
R,23,17,32.15,9.77,0.8344,-0.52439,0.16969,zhao_uCT_match
R,23,18,35.71,11.52,0.79562,-0.57195,0.19966,zhao_uCT_match
R,23,19,39.11,13.28,0.75522,-0.6139,0.22971,zhao_uCT_match
R,23,20,42.41,15.03,0.71308,-0.65132,0.2594,zhao_uCT_match
R,23,21,46.31,17.06,0.66042,-0.69121,0.29339,zhao_uCT_match
R,23,22,50.48,18.81,0.6024,-0.73014,0.32249,zhao_uCT_match
R,23,23,55.02,20.85,0.5357,-0.76573,0.35593,zhao_uCT_match
R,23,24,59.78,23.12,0.46285,-0.79471,0.39268,zhao_uCT_match
R,23,25,64.41,25.74,0.38899,-0.81242,0.43436,zhao_uCT_match
R,23,26,69.22,28.1,0.31295,-0.82472,0.47106,zhao_uCT_match
R,23,27,74.97,30.23,0.22398,-0.83443,0.50354,zhao_uCT_match
R,23,28,80.84,32.45,0.13438,-0.83308,0.53658,zhao_uCT_match
R,23,29,86.65,34.72,0.048,-0.82058,0.56951,zhao_uCT_match
R,23,30,92.68,36.97,-0.03738,-0.79808,0.60139,zhao_uCT_match
R,23,31,99.94,39.26,-0.1336,-0.76272,0.63278,zhao_uCT_match
R,23,32,108.11,41.09,-0.23433,-0.7163,0.65727,zhao_uCT_match
R,23,33,116.02,42.23,-0.3248,-0.6654,0.67212,zhao_uCT_match
R,23,34,124.15,42.71,-0.41247,-0.60814,0.67826,zhao_uCT_match
R,23,35,133.11,42.91,-0.50054,-0.53462,0.68091,zhao_uCT_match
R,23,36,143.43,41.23,-0.60397,-0.44808,0.65913,zhao_uCT_match
R,23,37,153.13,40.1,-0.68229,-0.34576,0.64415,extrapolated_local_linear
R,24,9,-3.15,-4.04,0.99601,0.05473,-0.07053,zhao_uCT_match
R,24,10,0.66,-0.74,0.99985,-0.01158,-0.01288,zhao_uCT_match
R,24,11,4.73,2.07,0.99594,-0.0824,0.03617,zhao_uCT_match
R,24,12,8.41,3.77,0.98711,-0.14591,0.06571,zhao_uCT_match
R,24,13,12.37,5.14,0.97284,-0.2134,0.08965,zhao_uCT_match
R,24,14,16.07,6.23,0.95524,-0.27521,0.10853,zhao_uCT_match
R,24,15,19.91,7.51,0.9322,-0.33755,0.13065,zhao_uCT_match
R,24,16,23.88,9.44,0.90201,-0.39934,0.16401,zhao_uCT_match
R,24,17,27.89,11.81,0.86516,-0.45784,0.20465,zhao_uCT_match
R,24,18,31.66,13.91,0.82619,-0.5095,0.24046,zhao_uCT_match
R,24,19,35.41,15.64,0.78488,-0.55796,0.26952,zhao_uCT_match
R,24,20,38.73,17.47,0.7441,-0.59678,0.30028,zhao_uCT_match
R,24,21,41.83,19.41,0.70279,-0.62901,0.33231,zhao_uCT_match
R,24,22,45.8,21.34,0.64933,-0.66775,0.36398,zhao_uCT_match
R,24,23,50.56,23.4,0.58305,-0.70872,0.3972,zhao_uCT_match
R,24,24,55.49,25.87,0.50978,-0.74149,0.43625,zhao_uCT_match
R,24,25,60.34,28.5,0.43489,-0.76371,0.4771,zhao_uCT_match
R,24,26,65.18,30.93,0.36013,-0.77858,0.51393,zhao_uCT_match
R,24,27,70.48,33.05,0.28012,-0.79,0.54537,zhao_uCT_match
R,24,28,76.38,35.39,0.19202,-0.79227,0.57917,zhao_uCT_match
R,24,29,82.09,37.65,0.109,-0.7842,0.61085,zhao_uCT_match
R,24,30,88.6,40.04,0.01871,-0.76538,0.6433,zhao_uCT_match
R,24,31,95.52,41.99,-0.07146,-0.73986,0.66896,zhao_uCT_match
R,24,32,103.87,43.97,-0.17253,-0.69873,0.69427,zhao_uCT_match
R,24,33,112.49,45.33,-0.26892,-0.64951,0.71121,zhao_uCT_match
R,24,34,120.84,46.22,-0.35475,-0.59405,0.72198,zhao_uCT_match
R,24,35,129.61,46.66,-0.43755,-0.52876,0.7273,zhao_uCT_match
R,24,36,139.46,46.48,-0.52335,-0.44759,0.72509,zhao_uCT_match
R,24,37,150.87,45.35,-0.61383,-0.34209,0.71147,zhao_uCT_match
R,25,10,-4.65,0.82,0.9966,0.08109,0.01438,zhao_uCT_match
R,25,11,0.23,2.73,0.99886,-0.00409,0.04764,zhao_uCT_match
R,25,12,4.28,4.71,0.99385,-0.07434,0.08213,zhao_uCT_match
R,25,13,8.36,6.04,0.98387,-0.14466,0.10519,zhao_uCT_match
R,25,14,12.13,7.69,0.96887,-0.20827,0.13385,zhao_uCT_match
R,25,15,16.01,9.3,0.94859,-0.27214,0.16161,zhao_uCT_match
R,25,16,19.81,11.17,0.92302,-0.33248,0.19364,zhao_uCT_match
R,25,17,23.76,13.5,0.88994,-0.39183,0.23339,zhao_uCT_match
R,25,18,27.55,15.79,0.85317,-0.445,0.27218,zhao_uCT_match
R,25,19,31.32,17.82,0.8133,-0.49485,0.30604,zhao_uCT_match
R,25,20,35.18,19.65,0.76971,-0.54261,0.33635,zhao_uCT_match
R,25,21,38.25,21.6,0.73014,-0.57565,0.36814,zhao_uCT_match
R,25,22,41.54,23.71,0.68527,-0.60719,0.40215,zhao_uCT_match
R,25,23,45.82,26.16,0.62551,-0.64369,0.44091,zhao_uCT_match
R,25,24,50.61,28.68,0.55672,-0.678,0.47997,zhao_uCT_match
R,25,25,55.42,31.23,0.4853,-0.70405,0.51846,zhao_uCT_match
R,25,26,60.23,33.61,0.41347,-0.72292,0.55356,zhao_uCT_match
R,25,27,65.37,35.8,0.33803,-0.73732,0.58489,zhao_uCT_match
R,25,28,71.36,38.42,0.25043,-0.74238,0.62141,zhao_uCT_match
R,25,29,77.48,40.58,0.16466,-0.74143,0.65051,zhao_uCT_match
R,25,30,84.46,42.97,0.07062,-0.72829,0.68162,zhao_uCT_match
R,25,31,91.66,44.86,-0.02056,-0.70854,0.70537,zhao_uCT_match
R,25,32,99.55,46.56,-0.11405,-0.67806,0.7261,zhao_uCT_match
R,25,33,107.77,47.87,-0.20474,-0.63881,0.74162,zhao_uCT_match
R,25,34,116.69,49.21,-0.29342,-0.5837,0.7571,zhao_uCT_match
R,25,35,125.67,49.66,-0.37748,-0.52584,0.76224,zhao_uCT_match
R,25,36,135.55,50.05,-0.45834,-0.44963,0.76666,zhao_uCT_match
R,25,37,148.4,48.08,-0.56908,-0.35011,0.74402,zhao_uCT_match
R,25,38,159.34,45.71,-0.65331,-0.2464,0.71587,extrapolated_local_linear
R,26,11,-4.62,3.06,0.99532,0.08046,0.05345,zhao_uCT_match
R,26,12,0.06,4.82,0.99646,-0.00102,0.08406,zhao_uCT_match
R,26,13,4.18,6.81,0.9903,-0.07245,0.11854,zhao_uCT_match
R,26,14,8.22,8.93,0.97773,-0.14128,0.1552,zhao_uCT_match
R,26,15,11.99,10.99,0.96025,-0.20387,0.19069,zhao_uCT_match
R,26,16,15.71,12.87,0.93845,-0.26394,0.2228,zhao_uCT_match
R,26,17,19.83,15.12,0.90809,-0.32756,0.26092,zhao_uCT_match
R,26,18,23.54,17.43,0.87472,-0.38103,0.29947,zhao_uCT_match
R,26,19,27.2,19.56,0.83811,-0.43065,0.33483,zhao_uCT_match
R,26,20,31.0,21.73,0.79632,-0.4784,0.37015,zhao_uCT_match
R,26,21,34.68,23.75,0.7527,-0.52086,0.40267,zhao_uCT_match
R,26,22,37.94,25.78,0.71015,-0.55362,0.43497,zhao_uCT_match
R,26,23,41.85,28.33,0.65566,-0.58729,0.47455,zhao_uCT_match
R,26,24,45.99,30.93,0.59596,-0.61694,0.51403,zhao_uCT_match
R,26,25,50.59,33.62,0.52869,-0.6433,0.55375,zhao_uCT_match
R,26,26,55.36,35.98,0.46,-0.6658,0.58746,zhao_uCT_match
R,26,27,60.22,38.55,0.38843,-0.67875,0.62323,zhao_uCT_match
R,26,28,65.9,41.19,0.30727,-0.68689,0.65862,zhao_uCT_match
R,26,29,72.04,43.64,0.22316,-0.68845,0.6901,zhao_uCT_match
R,26,30,79.44,45.84,0.12773,-0.68484,0.71741,zhao_uCT_match
R,26,31,87.33,47.66,0.03133,-0.67274,0.73921,zhao_uCT_match
R,26,32,95.27,49.46,-0.05971,-0.64728,0.75991,zhao_uCT_match
R,26,33,103.59,50.74,-0.14875,-0.61511,0.77428,zhao_uCT_match
R,26,34,112.19,51.83,-0.23344,-0.57221,0.78618,zhao_uCT_match
R,26,35,121.76,52.82,-0.31808,-0.51389,0.79671,zhao_uCT_match
R,26,36,131.98,53.35,-0.39932,-0.44375,0.80227,zhao_uCT_match
R,26,37,144.79,52.69,-0.4952,-0.34949,0.79538,zhao_uCT_match
R,26,38,158.78,48.9,-0.61285,-0.23799,0.75351,zhao_uCT_match
R,27,11,-8.48,2.84,0.98784,0.14732,0.04959,extrapolated_local_linear
R,27,12,-4.06,4.35,0.99461,0.07068,0.07589,zhao_uCT_match
R,27,13,-0.01,7.24,0.99203,0.00018,0.12601,zhao_uCT_match
R,27,14,4.31,9.94,0.9822,-0.07406,0.17262,zhao_uCT_match
R,27,15,8.19,12.39,0.96673,-0.13917,0.21461,zhao_uCT_match
R,27,16,11.88,14.57,0.94712,-0.19928,0.2515,zhao_uCT_match
R,27,17,15.75,16.82,0.92126,-0.25984,0.28941,zhao_uCT_match
R,27,18,19.71,19.22,0.88891,-0.31847,0.32926,zhao_uCT_match
R,27,19,23.3,21.38,0.85524,-0.36827,0.36462,zhao_uCT_match
R,27,20,26.77,23.49,0.81882,-0.41306,0.39865,zhao_uCT_match
R,27,21,30.27,25.74,0.77795,-0.45402,0.43436,zhao_uCT_match
R,27,22,34.08,28.07,0.73085,-0.49446,0.47049,zhao_uCT_match
R,27,23,37.91,30.3,0.6812,-0.53046,0.50455,zhao_uCT_match
R,27,24,42.18,32.87,0.62243,-0.56399,0.54268,zhao_uCT_match
R,27,25,46.18,35.46,0.56395,-0.58778,0.58007,zhao_uCT_match
R,27,26,50.95,38.14,0.49554,-0.61079,0.61756,zhao_uCT_match
R,27,27,55.81,41.02,0.42404,-0.6241,0.65627,zhao_uCT_match
R,27,28,61.09,43.83,0.34872,-0.6315,0.69253,zhao_uCT_match
R,27,29,66.69,46.15,0.27411,-0.63624,0.72116,zhao_uCT_match
R,27,30,73.78,48.46,0.18527,-0.63668,0.74854,zhao_uCT_match
R,27,31,81.79,50.53,0.09082,-0.62914,0.77197,zhao_uCT_match
R,27,32,90.1,52.16,-0.00112,-0.61348,0.78971,zhao_uCT_match
R,27,33,98.58,53.92,-0.08783,-0.58235,0.80818,zhao_uCT_match
R,27,34,108.33,55.25,-0.17929,-0.54108,0.82164,zhao_uCT_match
R,27,35,118.06,55.9,-0.26375,-0.49473,0.82806,zhao_uCT_match
R,27,36,129.19,56.69,-0.34703,-0.42571,0.83567,zhao_uCT_match
R,27,37,142.1,56.0,-0.4413,-0.34355,0.82899,zhao_uCT_match
R,27,38,156.52,52.94,-0.55277,-0.24012,0.79799,zhao_uCT_match
R,27,39,168.72,49.31,-0.63937,-0.12758,0.75824,extrapolated_local_linear
R,28,13,-4.2,6.73,0.99044,0.0727,0.11724,zhao_uCT_match
R,28,14,0.18,10.19,0.98423,-0.00301,0.17685,zhao_uCT_match
R,28,15,4.23,13.26,0.97069,-0.07183,0.22936,zhao_uCT_match
R,28,16,7.64,15.88,0.95328,-0.12786,0.2737,zhao_uCT_match
R,28,17,11.01,18.3,0.93196,-0.18132,0.31397,zhao_uCT_match
R,28,18,14.93,20.86,0.90291,-0.24076,0.35607,zhao_uCT_match
R,28,19,18.48,23.26,0.87135,-0.29123,0.39488,zhao_uCT_match
R,28,20,22.11,25.47,0.83646,-0.33976,0.42999,zhao_uCT_match
R,28,21,25.95,27.59,0.79691,-0.38789,0.46311,zhao_uCT_match
R,28,22,29.87,30.18,0.7496,-0.43051,0.50276,zhao_uCT_match
R,28,23,33.83,32.77,0.69843,-0.46817,0.54131,zhao_uCT_match
R,28,24,37.83,35.24,0.6451,-0.50095,0.57696,zhao_uCT_match
R,28,25,41.57,37.86,0.59062,-0.52385,0.6138,zhao_uCT_match
R,28,26,46.06,40.43,0.52822,-0.54809,0.64852,zhao_uCT_match
R,28,27,51.29,43.37,0.45459,-0.56721,0.68675,zhao_uCT_match
R,28,28,56.28,46.36,0.38312,-0.57402,0.72369,zhao_uCT_match
R,28,29,61.49,48.56,0.31594,-0.58157,0.74964,zhao_uCT_match
R,28,30,67.96,51.11,0.23556,-0.58199,0.77833,zhao_uCT_match
R,28,31,76.3,53.45,0.14104,-0.57858,0.80334,zhao_uCT_match
R,28,32,84.94,55.42,0.05003,-0.56541,0.82329,zhao_uCT_match
R,28,33,93.63,56.93,-0.03455,-0.54458,0.838,zhao_uCT_match
R,28,34,103.67,58.79,-0.12242,-0.50345,0.85531,zhao_uCT_match
R,28,35,114.53,59.86,-0.20847,-0.45678,0.86481,zhao_uCT_match
R,28,36,125.95,60.25,-0.29136,-0.40174,0.86817,zhao_uCT_match
R,28,37,140.06,59.73,-0.38645,-0.32357,0.86369,zhao_uCT_match
R,28,38,157.25,56.53,-0.50864,-0.21324,0.83416,zhao_uCT_match
R,28,39,168.83,53.38,-0.5852,-0.11555,0.80261,extrapolated_local_linear
R,29,14,-3.99,9.62,0.98356,0.06857,0.16704,zhao_uCT_match
R,29,15,-0.05,13.59,0.972,0.0008,0.23499,zhao_uCT_match
R,29,16,3.39,16.69,0.95621,-0.05664,0.28713,zhao_uCT_match
R,29,17,6.5,19.46,0.93678,-0.10678,0.33323,zhao_uCT_match
R,29,18,9.88,22.0,0.91342,-0.15915,0.37461,zhao_uCT_match
R,29,19,13.31,24.38,0.88634,-0.20976,0.41279,zhao_uCT_match
R,29,20,16.94,26.86,0.85339,-0.26,0.45181,zhao_uCT_match
R,29,21,21.02,29.34,0.81371,-0.31267,0.49002,zhao_uCT_match
R,29,22,25.28,31.77,0.76874,-0.36313,0.52648,zhao_uCT_match
R,29,23,29.1,34.68,0.7185,-0.39993,0.56905,zhao_uCT_match
R,29,24,32.86,37.43,0.66705,-0.43081,0.60782,zhao_uCT_match
R,29,25,36.48,40.13,0.6148,-0.45453,0.64453,zhao_uCT_match
R,29,26,40.31,42.79,0.55964,-0.47474,0.67929,zhao_uCT_match
R,29,27,45.24,45.55,0.49313,-0.49724,0.71385,zhao_uCT_match
R,29,28,50.52,48.37,0.42234,-0.51273,0.74749,zhao_uCT_match
R,29,29,55.82,51.11,0.35267,-0.51936,0.77839,zhao_uCT_match
R,29,30,61.86,53.58,0.27998,-0.52358,0.80466,zhao_uCT_match
R,29,31,69.88,56.12,0.19179,-0.52341,0.83021,zhao_uCT_match
R,29,32,78.51,58.17,0.10507,-0.51682,0.84962,zhao_uCT_match
R,29,33,88.05,60.18,0.01691,-0.49699,0.86759,zhao_uCT_match
R,29,34,99.03,62.11,-0.07341,-0.46201,0.88383,zhao_uCT_match
R,29,35,110.26,63.49,-0.15455,-0.41871,0.89487,zhao_uCT_match
R,29,36,122.96,64.04,-0.23817,-0.36725,0.89911,zhao_uCT_match
R,29,37,138.16,63.71,-0.33001,-0.29552,0.89653,zhao_uCT_match
R,29,38,154.62,61.45,-0.43186,-0.20489,0.87836,zhao_uCT_match
R,29,39,169.69,57.64,-0.52658,-0.09582,0.84471,extrapolated_local_linear
R,30,15,-4.35,13.47,0.96968,0.07381,0.23295,zhao_uCT_match
R,30,16,-0.99,17.3,0.95463,0.01656,0.29735,zhao_uCT_match
R,30,17,2.11,20.23,0.93765,-0.03461,0.34586,zhao_uCT_match
R,30,18,5.29,22.95,0.91691,-0.08494,0.38994,zhao_uCT_match
R,30,19,8.61,25.42,0.89301,-0.13522,0.42925,zhao_uCT_match
R,30,20,11.79,27.89,0.86522,-0.18064,0.46772,zhao_uCT_match
R,30,21,15.55,30.39,0.83103,-0.23125,0.50588,zhao_uCT_match
R,30,22,19.65,32.75,0.79203,-0.28283,0.54101,zhao_uCT_match
R,30,23,23.56,35.71,0.74428,-0.32458,0.58369,zhao_uCT_match
R,30,24,27.43,38.95,0.69027,-0.35824,0.62864,zhao_uCT_match
R,30,25,31.25,41.96,0.63568,-0.38577,0.66865,zhao_uCT_match
R,30,26,34.95,44.77,0.58191,-0.4067,0.70426,zhao_uCT_match
R,30,27,38.83,47.45,0.52678,-0.42398,0.73671,zhao_uCT_match
R,30,28,44.03,50.24,0.45979,-0.44449,0.76878,zhao_uCT_match
R,30,29,49.63,53.16,0.38836,-0.45679,0.80033,zhao_uCT_match
R,30,30,55.59,55.89,0.31694,-0.4627,0.82792,zhao_uCT_match
R,30,31,63.22,58.59,0.23479,-0.46527,0.85346,zhao_uCT_match
R,30,32,71.39,60.83,0.15554,-0.46198,0.87314,zhao_uCT_match
R,30,33,80.9,63.25,0.07117,-0.44445,0.89297,zhao_uCT_match
R,30,34,93.63,65.6,-0.02617,-0.41233,0.91066,zhao_uCT_match
R,30,35,107.16,67.14,-0.11459,-0.37113,0.92148,zhao_uCT_match
R,30,36,120.46,67.81,-0.19142,-0.32553,0.92595,zhao_uCT_match
R,30,37,137.11,67.68,-0.2782,-0.25842,0.92511,zhao_uCT_match
R,30,38,155.45,65.72,-0.37401,-0.17081,0.91156,zhao_uCT_match
R,30,39,172.25,62.21,-0.46196,-0.06286,0.88467,zhao_uCT_match
R,31,16,-6.24,18.39,0.94331,0.10307,0.31552,zhao_uCT_match
R,31,17,-2.2,21.19,0.9317,0.03573,0.36146,zhao_uCT_match
R,31,18,0.12,23.47,0.91727,-0.0019,0.39826,zhao_uCT_match
R,31,19,3.44,26.03,0.8969,-0.05398,0.43892,zhao_uCT_match
R,31,20,7.08,28.63,0.871,-0.10819,0.47922,zhao_uCT_match
R,31,21,10.31,31.04,0.84301,-0.15336,0.51557,zhao_uCT_match
R,31,22,14.12,33.91,0.80487,-0.20251,0.55783,zhao_uCT_match
R,31,23,17.83,36.85,0.76177,-0.24503,0.59972,zhao_uCT_match
R,31,24,21.47,40.0,0.71285,-0.28036,0.64284,zhao_uCT_match
R,31,25,25.22,43.07,0.66088,-0.31124,0.68291,zhao_uCT_match
R,31,26,29.21,46.26,0.60347,-0.33742,0.72247,zhao_uCT_match
R,31,27,33.42,49.82,0.53853,-0.35536,0.76401,zhao_uCT_match
R,31,28,38.04,52.59,0.47847,-0.37438,0.79429,zhao_uCT_match
R,31,29,43.56,55.43,0.41115,-0.39104,0.82343,zhao_uCT_match
R,31,30,49.14,58.28,0.34394,-0.39768,0.85062,zhao_uCT_match
R,31,31,55.7,61.15,0.27187,-0.39856,0.87592,zhao_uCT_match
R,31,32,64.46,63.87,0.18993,-0.3974,0.89777,zhao_uCT_match
R,31,33,73.84,66.69,0.1101,-0.38006,0.91838,zhao_uCT_match
R,31,34,86.59,69.29,0.02104,-0.35293,0.93541,zhao_uCT_match
R,31,35,103.27,71.28,-0.07363,-0.31234,0.94711,zhao_uCT_match
R,31,36,120.65,72.17,-0.15611,-0.26344,0.95196,zhao_uCT_match
R,31,37,138.24,71.9,-0.23174,-0.20689,0.95052,zhao_uCT_match
R,31,38,158.5,69.76,-0.32195,-0.12683,0.93822,zhao_uCT_match
R,31,39,175.55,64.76,-0.42507,-0.03309,0.90455,zhao_uCT_match
R,32,18,-5.76,24.48,0.90553,0.09131,0.41434,zhao_uCT_match
R,32,19,-3.07,25.28,0.90291,0.04838,0.4271,zhao_uCT_match
R,32,20,1.11,28.96,0.8748,-0.01689,0.4842,zhao_uCT_match
R,32,21,4.81,31.75,0.84739,-0.07125,0.52616,zhao_uCT_match
R,32,22,8.31,34.68,0.81369,-0.1188,0.56903,zhao_uCT_match
R,32,23,11.97,37.88,0.7721,-0.16375,0.61405,zhao_uCT_match
R,32,24,15.57,41.25,0.72428,-0.20182,0.65931,zhao_uCT_match
R,32,25,19.1,44.29,0.67641,-0.23423,0.69829,zhao_uCT_match
R,32,26,22.88,47.51,0.62229,-0.26267,0.7374,zhao_uCT_match
R,32,27,26.83,51.12,0.56009,-0.28335,0.77847,zhao_uCT_match
R,32,28,31.48,54.59,0.49419,-0.30257,0.815,zhao_uCT_match
R,32,29,36.89,57.73,0.42708,-0.32053,0.8455,zhao_uCT_match
R,32,30,42.77,60.41,0.36249,-0.3353,0.86958,zhao_uCT_match
R,32,31,47.97,63.13,0.30257,-0.33569,0.89205,zhao_uCT_match
R,32,32,54.73,66.14,0.23354,-0.33026,0.91454,zhao_uCT_match
